Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name
ENST00000296946	ENSG00000164458	T
ENST00000366871	ENSG00000164458	T
ENST00000366876	ENSG00000164458	T
ENST00000461348	ENSG00000164458	T
ENST00000509018	ENSG00000158987	RAPGEF6
ENST00000507093	ENSG00000158987	RAPGEF6
ENST00000296859	ENSG00000158987	RAPGEF6
ENST00000627212	ENSG00000158987	RAPGEF6
ENST00000512052	ENSG00000158987	RAPGEF6
ENST00000308008	ENSG00000158987	RAPGEF6
ENST00000515170	ENSG00000158987	RAPGEF6
ENST00000510071	ENSG00000158987	RAPGEF6
ENST00000453237	ENSG00000180871	CXCR2
ENST00000415392	ENSG00000180871	CXCR2
ENST00000318507	ENSG00000180871	CXCR2
ENST00000454148	ENSG00000180871	CXCR2
ENST00000428565	ENSG00000180871	CXCR2
ENST00000378688	ENSG00000102468	HTR2A
ENST00000612998	ENSG00000102468	HTR2A
ENST00000542664	ENSG00000102468	HTR2A
ENST00000543956	ENSG00000102468	HTR2A
ENST00000394532	ENSG00000002330	BAD
ENST00000309032	ENSG00000002330	BAD
ENST00000259607	ENSG00000137077	CCL21
ENST00000378792	ENSG00000137077	CCL21
ENST00000376489	ENSG00000136688	IL36G
ENST00000259205	ENSG00000136688	IL36G
ENST00000272421	ENSG00000144031	ANKRD53
ENST00000441349	ENSG00000144031	ANKRD53
ENST00000457410	ENSG00000144031	ANKRD53
ENST00000360589	ENSG00000144031	ANKRD53
ENST00000563179	ENSG00000167965	MLST8
ENST00000569457	ENSG00000167965	MLST8
ENST00000564088	ENSG00000167965	MLST8
ENST00000382450	ENSG00000167965	MLST8
ENST00000569417	ENSG00000167965	MLST8
ENST00000570224	ENSG00000167965	MLST8
ENST00000562851	ENSG00000167965	MLST8
ENST00000567623	ENSG00000167965	MLST8
ENST00000562352	ENSG00000167965	MLST8
ENST00000562479	ENSG00000167965	MLST8
ENST00000563107	ENSG00000167965	MLST8
ENST00000565687	ENSG00000167965	MLST8
ENST00000567282	ENSG00000167965	MLST8
ENST00000565717	ENSG00000167965	MLST8
ENST00000301724	ENSG00000167965	MLST8
ENST00000566835	ENSG00000167965	MLST8
ENST00000397124	ENSG00000167965	MLST8
ENST00000565250	ENSG00000167965	MLST8
ENST00000336812	ENSG00000109606	DHX15
ENST00000614868	ENSG00000276761	CWC25
ENST00000320583	ENSG00000197343	ZNF655
ENST00000416144	ENSG00000197343	ZNF655
ENST00000252713	ENSG00000197343	ZNF655
ENST00000423973	ENSG00000197343	ZNF655
ENST00000493277	ENSG00000197343	ZNF655
ENST00000440391	ENSG00000197343	ZNF655
ENST00000394163	ENSG00000197343	ZNF655
ENST00000357864	ENSG00000197343	ZNF655
ENST00000424881	ENSG00000197343	ZNF655
ENST00000302558	ENSG00000169629	RGPD8
ENST00000409750	ENSG00000169629	RGPD8
ENST00000330575	ENSG00000169629	RGPD8
ENST00000496537	ENSG00000169629	RGPD8
ENST00000313080	ENSG00000129667	RHBDF2
ENST00000591885	ENSG00000129667	RHBDF2
ENST00000591860	ENSG00000129667	RHBDF2
ENST00000592123	ENSG00000129667	RHBDF2
ENST00000585989	ENSG00000129667	RHBDF2
ENST00000306658	ENSG00000173908	KRT28
ENST00000449113	ENSG00000227804	PPP1R10
ENST00000269214	ENSG00000141446	ESCO1
ENST00000383276	ENSG00000141446	ESCO1
ENST00000622333	ENSG00000141446	ESCO1
ENST00000317446	ENSG00000177943	MAMDC4
ENST00000479475	ENSG00000177943	MAMDC4
ENST00000445819	ENSG00000177943	MAMDC4
ENST00000273283	ENSG00000055957	ITIH1
ENST00000428133	ENSG00000055957	ITIH1
ENST00000405128	ENSG00000055957	ITIH1
ENST00000537050	ENSG00000055957	ITIH1
ENST00000249842	ENSG00000129009	ISLR
ENST00000559510	ENSG00000129009	ISLR
ENST00000560862	ENSG00000129009	ISLR
ENST00000395118	ENSG00000129009	ISLR
ENST00000258733	ENSG00000136235	GPNMB
ENST00000381990	ENSG00000136235	GPNMB
ENST00000409458	ENSG00000136235	GPNMB
ENST00000256190	ENSG00000133812	SBF2
ENST00000532095	ENSG00000133812	SBF2
ENST00000530741	ENSG00000133812	SBF2
ENST00000420722	ENSG00000133812	SBF2
ENST00000617179	ENSG00000133812	SBF2
ENST00000433063	ENSG00000235068	POU5F1
ENST00000419095	ENSG00000235068	POU5F1
ENST00000548682	ENSG00000235068	POU5F1
ENST00000317683	ENSG00000177051	FBXO46
ENST00000338909	ENSG00000142661	MYOM3
ENST00000374434	ENSG00000142661	MYOM3
ENST00000395834	ENSG00000100490	CDKL1
ENST00000534267	ENSG00000100490	CDKL1
ENST00000216378	ENSG00000100490	CDKL1
ENST00000625521	ENSG00000165006	UBAP1
ENST00000297661	ENSG00000165006	UBAP1
ENST00000379186	ENSG00000165006	UBAP1
ENST00000626262	ENSG00000165006	UBAP1
ENST00000359544	ENSG00000165006	UBAP1
ENST00000521689	ENSG00000132561	MATN2
ENST00000524308	ENSG00000132561	MATN2
ENST00000522025	ENSG00000132561	MATN2
ENST00000520016	ENSG00000132561	MATN2
ENST00000518154	ENSG00000132561	MATN2
ENST00000521041	ENSG00000132561	MATN2
ENST00000519585	ENSG00000132561	MATN2
ENST00000522270	ENSG00000132561	MATN2
ENST00000521952	ENSG00000132561	MATN2
ENST00000517321	ENSG00000132561	MATN2
ENST00000254898	ENSG00000132561	MATN2
ENST00000420826	ENSG00000188612	SUMO2
ENST00000314523	ENSG00000188612	SUMO2
ENST00000578238	ENSG00000188612	SUMO2
ENST00000377244	ENSG00000110025	SNX15
ENST00000534637	ENSG00000110025	SNX15
ENST00000524831	ENSG00000110025	SNX15
ENST00000352068	ENSG00000110025	SNX15
ENST00000429967	ENSG00000171388	APLN
ENST00000382073	ENSG00000205846	CLEC6A
ENST00000371661	ENSG00000054148	PHPT1
ENST00000247665	ENSG00000054148	PHPT1
ENST00000318348	ENSG00000139433	GLTP
ENST00000544393	ENSG00000139433	GLTP
ENST00000540772	ENSG00000139433	GLTP
ENST00000536390	ENSG00000139433	GLTP
ENST00000537066	ENSG00000139433	GLTP
ENST00000617457	ENSG00000139433	GLTP
ENST00000261839	ENSG00000128833	MYO5C
ENST00000560809	ENSG00000128833	MYO5C
ENST00000558902	ENSG00000128833	MYO5C
ENST00000559459	ENSG00000128833	MYO5C
ENST00000558479	ENSG00000128833	MYO5C
ENST00000632373	ENSG00000282269	PRR4
ENST00000614435	ENSG00000282269	PRR4
ENST00000273153	ENSG00000144655	CSRNP1
ENST00000514182	ENSG00000144655	CSRNP1
ENST00000359621	ENSG00000142615	CELA2A
ENST00000311856	ENSG00000172940	SLC22A13
ENST00000415844	ENSG00000172940	SLC22A13
ENST00000392202	ENSG00000115020	PIKFYVE
ENST00000264380	ENSG00000115020	PIKFYVE
ENST00000407449	ENSG00000115020	PIKFYVE
ENST00000308862	ENSG00000115020	PIKFYVE
ENST00000422495	ENSG00000115020	PIKFYVE
ENST00000452564	ENSG00000115020	PIKFYVE
ENST00000424127	ENSG00000160219	GAB3
ENST00000589666	ENSG00000132478	UNK
ENST00000586217	ENSG00000132478	UNK
ENST00000406396	ENSG00000119537	KDSR
ENST00000591902	ENSG00000119537	KDSR
ENST00000326575	ENSG00000119537	KDSR
ENST00000592327	ENSG00000119537	KDSR
ENST00000367415	ENSG00000080910	CFHR2
ENST00000620244	ENSG00000278437	LILRB5
ENST00000622596	ENSG00000278437	LILRB5
ENST00000621193	ENSG00000278437	LILRB5
ENST00000614318	ENSG00000278437	LILRB5
ENST00000394417	ENSG00000169764	UGP2
ENST00000482668	ENSG00000169764	UGP2
ENST00000467648	ENSG00000169764	UGP2
ENST00000337130	ENSG00000169764	UGP2
ENST00000488245	ENSG00000169764	UGP2
ENST00000497883	ENSG00000169764	UGP2
ENST00000445915	ENSG00000169764	UGP2
ENST00000475462	ENSG00000169764	UGP2
ENST00000491621	ENSG00000169764	UGP2
ENST00000472047	ENSG00000169764	UGP2
ENST00000613823	ENSG00000169764	UGP2
ENST00000453129	ENSG00000228607	CLDN25
ENST00000306494	ENSG00000196600	SLC22A25
ENST00000527057	ENSG00000196600	SLC22A25
ENST00000528239	ENSG00000196600	SLC22A25
ENST00000525295	ENSG00000196600	SLC22A25
ENST00000534206	ENSG00000078124	ACER3
ENST00000532485	ENSG00000078124	ACER3
ENST00000525194	ENSG00000078124	ACER3
ENST00000525861	ENSG00000078124	ACER3
ENST00000531461	ENSG00000078124	ACER3
ENST00000530334	ENSG00000078124	ACER3
ENST00000526597	ENSG00000078124	ACER3
ENST00000533873	ENSG00000078124	ACER3
ENST00000531352	ENSG00000078124	ACER3
ENST00000278544	ENSG00000078124	ACER3
ENST00000277216	ENSG00000148136	OR13C4
ENST00000209668	ENSG00000187758	ADH1A
ENST00000381089	ENSG00000169059	VCX3A
ENST00000353172	ENSG00000151364	KCTD14
ENST00000533144	ENSG00000151364	KCTD14
ENST00000421412	ENSG00000163701	IL17RE
ENST00000383814	ENSG00000163701	IL17RE
ENST00000454190	ENSG00000163701	IL17RE
ENST00000568294	ENSG00000166503	RP11-382A20.3
ENST00000299633	ENSG00000166503	RP11-382A20.3
ENST00000265715	ENSG00000091137	SLC26A4
ENST00000440056	ENSG00000091137	SLC26A4
ENST00000418814	ENSG00000082269	FAM135A
ENST00000457062	ENSG00000082269	FAM135A
ENST00000361499	ENSG00000082269	FAM135A
ENST00000505868	ENSG00000082269	FAM135A
ENST00000370479	ENSG00000082269	FAM135A
ENST00000308488	ENSG00000048649	RSF1
ENST00000480887	ENSG00000048649	RSF1
ENST00000531026	ENSG00000048649	RSF1
ENST00000526324	ENSG00000048649	RSF1
ENST00000532556	ENSG00000048649	RSF1
ENST00000528095	ENSG00000048649	RSF1
ENST00000440064	ENSG00000048649	RSF1
ENST00000537098	ENSG00000153815	CMIP
ENST00000539778	ENSG00000153815	CMIP
ENST00000566513	ENSG00000153815	CMIP
ENST00000398040	ENSG00000153815	CMIP
ENST00000621537	ENSG00000153815	CMIP
ENST00000477522	ENSG00000138496	PARP9
ENST00000492382	ENSG00000138496	PARP9
ENST00000360356	ENSG00000138496	PARP9
ENST00000471785	ENSG00000138496	PARP9
ENST00000462315	ENSG00000138496	PARP9
ENST00000392129	ENSG00000143183	TMCO1
ENST00000367881	ENSG00000143183	TMCO1
ENST00000580248	ENSG00000143183	TMCO1
ENST00000464650	ENSG00000143183	TMCO1
ENST00000476143	ENSG00000143183	TMCO1
ENST00000481278	ENSG00000143183	TMCO1
ENST00000465705	ENSG00000143183	TMCO1
ENST00000612311	ENSG00000143183	TMCO1
ENST00000628579	ENSG00000143183	TMCO1
ENST00000297001	ENSG00000164500	C7orf72
ENST00000431515	ENSG00000127564	PKMYT1
ENST00000440027	ENSG00000127564	PKMYT1
ENST00000262300	ENSG00000127564	PKMYT1
ENST00000574385	ENSG00000127564	PKMYT1
ENST00000574730	ENSG00000127564	PKMYT1
ENST00000573944	ENSG00000127564	PKMYT1
ENST00000382240	ENSG00000127564	PKMYT1
ENST00000576268	ENSG00000127564	PKMYT1
ENST00000574415	ENSG00000127564	PKMYT1
ENST00000575632	ENSG00000127564	PKMYT1
ENST00000572059	ENSG00000127564	PKMYT1
ENST00000373768	ENSG00000119421	NDUFA8
ENST00000431830	ENSG00000235692	PFDN6
ENST00000432391	ENSG00000235692	PFDN6
ENST00000451970	ENSG00000235692	PFDN6
ENST00000468094	ENSG00000235692	PFDN6
ENST00000547641	ENSG00000235692	PFDN6
ENST00000263388	ENSG00000074181	NOTCH3
ENST00000597756	ENSG00000074181	NOTCH3
ENST00000601011	ENSG00000074181	NOTCH3
ENST00000346477	ENSG00000105492	SIGLEC6
ENST00000359982	ENSG00000105492	SIGLEC6
ENST00000436458	ENSG00000105492	SIGLEC6
ENST00000343300	ENSG00000105492	SIGLEC6
ENST00000425629	ENSG00000105492	SIGLEC6
ENST00000391797	ENSG00000105492	SIGLEC6
ENST00000254663	ENSG00000132330	SCLY
ENST00000413463	ENSG00000132330	SCLY
ENST00000409736	ENSG00000132330	SCLY
ENST00000412508	ENSG00000132330	SCLY
ENST00000416757	ENSG00000132330	SCLY
ENST00000431487	ENSG00000132330	SCLY
ENST00000437134	ENSG00000132330	SCLY
ENST00000450965	ENSG00000132330	SCLY
ENST00000433750	ENSG00000132330	SCLY
ENST00000231198	ENSG00000113272	THG1L
ENST00000521655	ENSG00000113272	THG1L
ENST00000523575	ENSG00000113272	THG1L
ENST00000623396	ENSG00000279051	OR6Q1
ENST00000302622	ENSG00000279051	OR6Q1
ENST00000615652	ENSG00000273884	LILRA3
ENST00000613018	ENSG00000273884	LILRA3
ENST00000616964	ENSG00000273884	LILRA3
ENST00000615416	ENSG00000273884	LILRA3
ENST00000541421	ENSG00000256162	SMLR1
ENST00000200453	ENSG00000087074	PPP1R15A
ENST00000499869	ENSG00000071127	WDR1
ENST00000502702	ENSG00000071127	WDR1
ENST00000508079	ENSG00000071127	WDR1
ENST00000382451	ENSG00000071127	WDR1
ENST00000382452	ENSG00000071127	WDR1
ENST00000378017	ENSG00000170873	MTSS1
ENST00000518547	ENSG00000170873	MTSS1
ENST00000519168	ENSG00000170873	MTSS1
ENST00000325064	ENSG00000170873	MTSS1
ENST00000431961	ENSG00000170873	MTSS1
ENST00000524090	ENSG00000170873	MTSS1
ENST00000523179	ENSG00000170873	MTSS1
ENST00000522118	ENSG00000170873	MTSS1
ENST00000522162	ENSG00000170873	MTSS1
ENST00000254803	ENSG00000132467	UTP3
ENST00000369476	ENSG00000214827	MTCP1
ENST00000362018	ENSG00000214827	MTCP1
ENST00000393067	ENSG00000110777	POU2AF1
ENST00000283752	ENSG00000057149	SERPINB3
ENST00000332821	ENSG00000057149	SERPINB3
ENST00000356424	ENSG00000057149	SERPINB3
ENST00000334197	ENSG00000197937	ZNF347
ENST00000601469	ENSG00000197937	ZNF347
ENST00000595967	ENSG00000197937	ZNF347
ENST00000599096	ENSG00000197937	ZNF347
ENST00000452676	ENSG00000197937	ZNF347
ENST00000280358	ENSG00000150783	TEX12
ENST00000287600	ENSG00000156973	PDE6D
ENST00000438063	ENSG00000230031	POTEB2
ENST00000454856	ENSG00000230031	POTEB2
ENST00000300935	ENSG00000167461	RAB8A
ENST00000586682	ENSG00000167461	RAB8A
ENST00000382554	ENSG00000205978	NYNRIN
ENST00000420398	ENSG00000237671	GAGE12C
ENST00000335509	ENSG00000186815	TPCN1
ENST00000552897	ENSG00000186815	TPCN1
ENST00000550785	ENSG00000186815	TPCN1
ENST00000392569	ENSG00000186815	TPCN1
ENST00000552542	ENSG00000186815	TPCN1
ENST00000548465	ENSG00000186815	TPCN1
ENST00000546781	ENSG00000186815	TPCN1
ENST00000547955	ENSG00000186815	TPCN1
ENST00000541517	ENSG00000186815	TPCN1
ENST00000434748	ENSG00000112787	FBRSL1
ENST00000312349	ENSG00000172568	FNDC9
ENST00000520782	ENSG00000172568	FNDC9
ENST00000330388	ENSG00000184163	FAM132A
ENST00000619133	ENSG00000272398	CD24
ENST00000615659	ENSG00000272398	CD24
ENST00000619869	ENSG00000272398	CD24
ENST00000622315	ENSG00000272398	CD24
ENST00000610952	ENSG00000272398	CD24
ENST00000606017	ENSG00000272398	CD24
ENST00000453597	ENSG00000137094	DNAJB5
ENST00000312316	ENSG00000137094	DNAJB5
ENST00000454002	ENSG00000137094	DNAJB5
ENST00000545841	ENSG00000137094	DNAJB5
ENST00000357632	ENSG00000173585	CCR9
ENST00000395963	ENSG00000173585	CCR9
ENST00000355983	ENSG00000173585	CCR9
ENST00000329235	ENSG00000182287	AP1S2
ENST00000452376	ENSG00000182287	AP1S2
ENST00000380291	ENSG00000182287	AP1S2
ENST00000450644	ENSG00000182287	AP1S2
ENST00000545766	ENSG00000182287	AP1S2
ENST00000569532	ENSG00000170537	TMC7
ENST00000304381	ENSG00000170537	TMC7
ENST00000421369	ENSG00000170537	TMC7
ENST00000458714	ENSG00000176472	ZNF575
ENST00000598080	ENSG00000176472	ZNF575
ENST00000314228	ENSG00000176472	ZNF575
ENST00000601282	ENSG00000176472	ZNF575
ENST00000378578	ENSG00000165169	DYNLT3
ENST00000444616	ENSG00000164074	ABHD18
ENST00000398965	ENSG00000164074	ABHD18
ENST00000611882	ENSG00000164074	ABHD18
ENST00000527353	ENSG00000255072	PIGY
ENST00000595851	ENSG00000083807	SLC27A5
ENST00000594786	ENSG00000083807	SLC27A5
ENST00000263093	ENSG00000083807	SLC27A5
ENST00000601355	ENSG00000083807	SLC27A5
ENST00000310546	ENSG00000175093	SPSB4
ENST00000508126	ENSG00000175093	SPSB4
ENST00000397910	ENSG00000181143	MUC16
ENST00000599436	ENSG00000181143	MUC16
ENST00000370935	ENSG00000165675	ENOX2
ENST00000370927	ENSG00000165675	ENOX2
ENST00000432489	ENSG00000165675	ENOX2
ENST00000338144	ENSG00000165675	ENOX2
ENST00000394363	ENSG00000165675	ENOX2
ENST00000339992	ENSG00000188816	HMX2
ENST00000490434	ENSG00000145088	EAF2
ENST00000273668	ENSG00000145088	EAF2
ENST00000451944	ENSG00000145088	EAF2
ENST00000490477	ENSG00000145088	EAF2
ENST00000366684	ENSG00000143632	ACTA1
ENST00000366683	ENSG00000143632	ACTA1
ENST00000416977	ENSG00000241779	RPP21
ENST00000306061	ENSG00000169715	MT1E
ENST00000568293	ENSG00000169715	MT1E
ENST00000330439	ENSG00000169715	MT1E
ENST00000379649	ENSG00000120686	UFM1
ENST00000239878	ENSG00000120686	UFM1
ENST00000223864	ENSG00000107020	PLGRKT
ENST00000296812	ENSG00000151876	FBXO4
ENST00000281623	ENSG00000151876	FBXO4
ENST00000504463	ENSG00000151876	FBXO4
ENST00000509134	ENSG00000151876	FBXO4
ENST00000523638	ENSG00000254004	ZNF260
ENST00000592282	ENSG00000254004	ZNF260
ENST00000593142	ENSG00000254004	ZNF260
ENST00000588993	ENSG00000254004	ZNF260
ENST00000417689	ENSG00000172831	CES2
ENST00000317091	ENSG00000172831	CES2
ENST00000357878	ENSG00000188620	HMX3
ENST00000530710	ENSG00000116497	S100PBP
ENST00000373476	ENSG00000116497	S100PBP
ENST00000373475	ENSG00000116497	S100PBP
ENST00000529027	ENSG00000116497	S100PBP
ENST00000526230	ENSG00000116497	S100PBP
ENST00000531256	ENSG00000116497	S100PBP
ENST00000482212	ENSG00000116497	S100PBP
ENST00000392766	ENSG00000169064	ZBBX
ENST00000455345	ENSG00000169064	ZBBX
ENST00000392764	ENSG00000169064	ZBBX
ENST00000474464	ENSG00000169064	ZBBX
ENST00000392767	ENSG00000169064	ZBBX
ENST00000307529	ENSG00000169064	ZBBX
ENST00000615808	ENSG00000182256	GABRG3
ENST00000555083	ENSG00000182256	GABRG3
ENST00000554696	ENSG00000182256	GABRG3
ENST00000557596	ENSG00000182256	GABRG3
ENST00000451330	ENSG00000182256	GABRG3
ENST00000333743	ENSG00000182256	GABRG3
ENST00000288670	ENSG00000157827	FMNL2
ENST00000475377	ENSG00000157827	FMNL2
ENST00000265717	ENSG00000005249	PRKAR2B
ENST00000618713	ENSG00000274254	KIR3DL3
ENST00000616790	ENSG00000274185	LILRA4
ENST00000449465	ENSG00000234776	C11orf94
ENST00000361835	ENSG00000143297	FCRL5
ENST00000368190	ENSG00000143297	FCRL5
ENST00000368189	ENSG00000143297	FCRL5
ENST00000312814	ENSG00000146802	TMEM168
ENST00000454074	ENSG00000146802	TMEM168
ENST00000447395	ENSG00000146802	TMEM168
ENST00000448971	ENSG00000168883	USP39
ENST00000442708	ENSG00000168883	USP39
ENST00000409025	ENSG00000168883	USP39
ENST00000409470	ENSG00000168883	USP39
ENST00000323701	ENSG00000168883	USP39
ENST00000409766	ENSG00000168883	USP39
ENST00000613444	ENSG00000168883	USP39
ENST00000450066	ENSG00000168883	USP39
ENST00000378142	ENSG00000171659	GPR34
ENST00000378138	ENSG00000171659	GPR34
ENST00000620846	ENSG00000171659	GPR34
ENST00000327111	ENSG00000175745	NR2F1
ENST00000615873	ENSG00000175745	NR2F1
ENST00000380916	ENSG00000175893	ZDHHC21
ENST00000458610	ENSG00000178562	CD28
ENST00000324106	ENSG00000178562	CD28
ENST00000374481	ENSG00000178562	CD28
ENST00000622024	ENSG00000276004	KIR3DL2
ENST00000610507	ENSG00000276004	KIR3DL2
ENST00000216185	ENSG00000100348	TXN2
ENST00000416967	ENSG00000100348	TXN2
ENST00000403313	ENSG00000100348	TXN2
ENST00000411915	ENSG00000100348	TXN2
ENST00000296499	ENSG00000164100	NDST3
ENST00000481731	ENSG00000196209	SIRPB2
ENST00000486775	ENSG00000196209	SIRPB2
ENST00000359801	ENSG00000196209	SIRPB2
ENST00000444444	ENSG00000196209	SIRPB2
ENST00000608073	ENSG00000196209	SIRPB2
ENST00000619077	ENSG00000273535	NCR1
ENST00000615622	ENSG00000273535	NCR1
ENST00000610621	ENSG00000273535	NCR1
ENST00000618585	ENSG00000273535	NCR1
ENST00000610753	ENSG00000273535	NCR1
ENST00000621652	ENSG00000273535	NCR1
ENST00000618973	ENSG00000273535	NCR1
ENST00000613556	ENSG00000273535	NCR1
ENST00000397591	ENSG00000137801	THBS1
ENST00000260356	ENSG00000137801	THBS1
ENST00000395052	ENSG00000164082	GRM2
ENST00000296479	ENSG00000164082	GRM2
ENST00000419928	ENSG00000164082	GRM2
ENST00000442933	ENSG00000164082	GRM2
ENST00000429519	ENSG00000163738	MTHFD2L
ENST00000429335	ENSG00000163738	MTHFD2L
ENST00000423607	ENSG00000163738	MTHFD2L
ENST00000359107	ENSG00000163738	MTHFD2L
ENST00000325278	ENSG00000163738	MTHFD2L
ENST00000395759	ENSG00000163738	MTHFD2L
ENST00000433372	ENSG00000163738	MTHFD2L
ENST00000434710	ENSG00000232216	IGHV3-43
ENST00000405837	ENSG00000168000	BSCL2
ENST00000278893	ENSG00000168000	BSCL2
ENST00000360796	ENSG00000168000	BSCL2
ENST00000403550	ENSG00000168000	BSCL2
ENST00000407022	ENSG00000168000	BSCL2
ENST00000301781	ENSG00000168000	BSCL2
ENST00000421906	ENSG00000168000	BSCL2
ENST00000448568	ENSG00000168000	BSCL2
ENST00000524862	ENSG00000168000	BSCL2
ENST00000533982	ENSG00000168000	BSCL2
ENST00000532818	ENSG00000168000	BSCL2
ENST00000389484	ENSG00000168702	LRP1B
ENST00000437977	ENSG00000168702	LRP1B
ENST00000442974	ENSG00000168702	LRP1B
ENST00000434794	ENSG00000168702	LRP1B
ENST00000618808	ENSG00000168702	LRP1B
ENST00000277817	ENSG00000148634	HERC4
ENST00000412272	ENSG00000148634	HERC4
ENST00000395198	ENSG00000148634	HERC4
ENST00000473533	ENSG00000148634	HERC4
ENST00000373700	ENSG00000148634	HERC4
ENST00000492996	ENSG00000148634	HERC4
ENST00000395135	ENSG00000140464	PML
ENST00000395132	ENSG00000140464	PML
ENST00000268059	ENSG00000140464	PML
ENST00000354026	ENSG00000140464	PML
ENST00000268058	ENSG00000140464	PML
ENST00000565898	ENSG00000140464	PML
ENST00000569477	ENSG00000140464	PML
ENST00000569965	ENSG00000140464	PML
ENST00000567543	ENSG00000140464	PML
ENST00000436891	ENSG00000140464	PML
ENST00000435786	ENSG00000140464	PML
ENST00000564428	ENSG00000140464	PML
ENST00000359928	ENSG00000140464	PML
ENST00000563500	ENSG00000140464	PML
ENST00000324324	ENSG00000104177	MYEF2
ENST00000267836	ENSG00000104177	MYEF2
ENST00000560172	ENSG00000104177	MYEF2
ENST00000558395	ENSG00000104177	MYEF2
ENST00000561351	ENSG00000104177	MYEF2
ENST00000561151	ENSG00000104177	MYEF2
ENST00000610570	ENSG00000104177	MYEF2
ENST00000620867	ENSG00000104177	MYEF2
ENST00000616409	ENSG00000104177	MYEF2
ENST00000397786	ENSG00000108510	MED13
ENST00000349716	ENSG00000089225	TBX5
ENST00000310346	ENSG00000089225	TBX5
ENST00000405440	ENSG00000089225	TBX5
ENST00000526441	ENSG00000089225	TBX5
ENST00000367462	ENSG00000162670	BRINP3
ENST00000325974	ENSG00000122674	CCZ1
ENST00000480740	ENSG00000198843	SELT
ENST00000471696	ENSG00000198843	SELT
ENST00000477889	ENSG00000198843	SELT
ENST00000485923	ENSG00000198843	SELT
ENST00000234111	ENSG00000115758	ODC1
ENST00000405333	ENSG00000115758	ODC1
ENST00000443218	ENSG00000115758	ODC1
ENST00000529064	ENSG00000104522	TSTA3
ENST00000425753	ENSG00000104522	TSTA3
ENST00000529048	ENSG00000104522	TSTA3
ENST00000533817	ENSG00000104522	TSTA3
ENST00000526290	ENSG00000104522	TSTA3
ENST00000379349	ENSG00000123131	PRDX4
ENST00000379341	ENSG00000123131	PRDX4
ENST00000379331	ENSG00000123131	PRDX4
ENST00000439422	ENSG00000123131	PRDX4
ENST00000426937	ENSG00000240747	KRBOX1
ENST00000383748	ENSG00000240747	KRBOX1
ENST00000418176	ENSG00000240747	KRBOX1
ENST00000310074	ENSG00000173011	TADA2B
ENST00000512388	ENSG00000173011	TADA2B
ENST00000515646	ENSG00000173011	TADA2B
ENST00000368427	ENSG00000163352	LENEP
ENST00000392487	ENSG00000163352	LENEP
ENST00000614621	ENSG00000263181	CYP2D7
ENST00000612408	ENSG00000263181	CYP2D7
ENST00000619036	ENSG00000263181	CYP2D7
ENST00000437356	ENSG00000163449	TMEM169
ENST00000295658	ENSG00000163449	TMEM169
ENST00000406027	ENSG00000163449	TMEM169
ENST00000454545	ENSG00000163449	TMEM169
ENST00000513010	ENSG00000171643	S100Z
ENST00000317593	ENSG00000171643	S100Z
ENST00000613039	ENSG00000171643	S100Z
ENST00000244007	ENSG00000124181	PLCG1
ENST00000373271	ENSG00000124181	PLCG1
ENST00000612731	ENSG00000124181	PLCG1
ENST00000608885	ENSG00000124181	PLCG1
