# Sample_ID	Tissue_General	Tissue_Specific
GTEX-ZF29-2226-SM-4WWB9	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZF3C-0226-SM-4WWB3	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZLV1-1826-SM-5FQU5	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZLWG-2226-SM-5DUWO	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZP4G-2326-SM-57WEM	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZPCL-2126-SM-57WFZ	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZPIC-1826-SM-57WFE	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZPU1-2426-SM-4WWFM	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZQG8-1526-SM-5HL65	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZT9X-1926-SM-57WE7	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZTPG-0226-SM-5O99I	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZTSS-2026-SM-5987K	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZTX8-1526-SM-5N9GI	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZUA1-0226-SM-5NQ9Q	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZV68-0226-SM-59HJF	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZVE2-0326-SM-57WFC	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZVP2-1826-SM-5GU62	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZVT2-2226-SM-5NQ6P	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZVT4-0226-SM-51MSD	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZVTK-0526-SM-5GZWT	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZVZO-0226-SM-5A5LA	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZVZP-2326-SM-59HL4	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZXES-2026-SM-5NQ6R	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZXG5-0226-SM-59HJI	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZYFC-0326-SM-5NQ7H	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZYFD-0226-SM-5NQ86	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZYVF-0226-SM-5GIEG	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZYW4-0226-SM-5E44M	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZYWO-2526-SM-5GIDM	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZYY3-0226-SM-5E45M	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZZ64-1626-SM-5E43W	Adipose Tissue	Adipose - Subcutaneous
GTEX-ZZPU-2726-SM-5NQ8O	Adipose Tissue	Adipose - Subcutaneous
GTEX-1117F-1326-SM-5EGHH	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-111CU-1026-SM-5EGIL	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-111YS-1326-SM-5EGGK	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1122O-0926-SM-5N9C9	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1128S-0926-SM-5GZZU	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-113JC-0726-SM-5GZZR	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-117YW-0826-SM-5H11O	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-117YX-0726-SM-5GIET	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1192X-1526-SM-5H11I	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11DXX-2026-SM-5EGJL	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11DXY-0326-SM-5H12F	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11DXZ-1426-SM-5H12A	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11DYG-2026-SM-5EGGX	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11EM3-1126-SM-5A5KM	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11EQ9-1126-SM-5987I	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11GS4-1026-SM-5N9DE	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11GSO-0226-SM-5A5LV	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11I78-0226-SM-5HL6R	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11LCK-0326-SM-5A5M7	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11NUK-2026-SM-5PNVZ	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11NV4-1426-SM-5BC4W	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11OF3-0826-SM-5BC51	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11P7K-0826-SM-5BC5F	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11P81-0726-SM-5PNYH	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11P82-0326-SM-5HL51	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11PRG-1526-SM-5HL6Z	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11VI4-1226-SM-5EQMP	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11WQK-1526-SM-5EGKN	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11XUK-1726-SM-5GU61	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11ZTS-1326-SM-5EQMA	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11ZUS-1826-SM-5FQTR	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1211K-1226-SM-5EQ4N	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1212Z-0526-SM-5FQSQ	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-12584-2126-SM-5FQUM	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-12696-1826-SM-5EGJS	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-12BJ1-0826-SM-5EQ5P	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-12C56-0826-SM-5EGJ5	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-12KS4-1526-SM-5EQ6E	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-12WSA-1626-SM-5EGJV	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-12WSC-1726-SM-5GCN3	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-12WSG-0426-SM-5FQSE	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-12WSI-1526-SM-5GCNM	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-12WSK-1026-SM-5CVNR	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-12WSL-1126-SM-5CVNK	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-12WSM-0626-SM-5GCOK	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-12ZZW-2326-SM-5DUW2	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-12ZZX-1726-SM-5BC63	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13111-0626-SM-5LZVR	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13112-1126-SM-5GCMY	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13113-1126-SM-5LZU9	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1313W-1626-SM-5J1OE	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-131XE-2026-SM-5LZW1	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-131XF-0726-SM-5GIE5	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-131XG-0126-SM-5K7UJ	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-131XH-0826-SM-5GCN8	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-131YS-1726-SM-5HL7G	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-132AR-0526-SM-5J2MJ	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-132NY-1126-SM-5PNVE	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-132Q8-1726-SM-5EGK8	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-132QS-0826-SM-5K7WV	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1339X-0726-SM-5L3FF	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-133LE-0926-SM-5P9J1	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1399S-1426-SM-5PNYQ	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1399T-1326-SM-5PNVH	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-139D8-1626-SM-5IJFZ	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-139T6-0526-SM-5IJC9	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-139TU-1426-SM-5LZY9	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-139YR-0326-SM-5J1MC	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13CF3-1126-SM-5LZXB	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13D11-0526-SM-5LZYM	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13FH7-1926-SM-5J2OL	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13FHO-2026-SM-5J1OA	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13FTW-0426-SM-5K7X2	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13FTX-0626-SM-5J2NS	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13G51-0526-SM-5IJCQ	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13IVO-2426-SM-5K7V9	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13JUV-0626-SM-5J1MQ	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13N11-1826-SM-5IJDS	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13N1W-1226-SM-5K7UM	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13N2G-1926-SM-5J1O3	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13NYS-0726-SM-5J1OR	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13NZ9-2026-SM-5KM1U	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13NZB-0826-SM-5K7X5	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13O21-3126-SM-5J1OI	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13O3P-0926-SM-5IFFI	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13O3Q-1126-SM-5K7YK	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13O61-1926-SM-5KM1R	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13OVG-1326-SM-5K7Y3	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13OVH-1126-SM-5K7YP	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13OVJ-0926-SM-5K7U1	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13OVL-0826-SM-5L3GV	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13OW6-2426-SM-5K7WO	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13OW7-1126-SM-5K7V6	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13OW8-0326-SM-5L3FB	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13PDP-1226-SM-5K7TW	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13PL6-0926-SM-5KLYY	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13PL7-1226-SM-5SIAR	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13PVQ-2226-SM-5L3G9	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13PVR-0526-SM-5S2OB	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13QBU-1326-SM-5LU4K	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13RTK-0726-SM-5Q5EN	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13S7M-0826-SM-5QGQX	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13S86-0926-SM-5SI6I	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13U4I-1726-SM-5J1MF	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13VXT-0926-SM-5LU5K	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13VXU-1026-SM-5KLZE	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13W3W-1126-SM-5L3DO	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13W46-1226-SM-5SIAS	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13X6H-1726-SM-5Q5EH	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13X6I-1526-SM-5SIAC	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13X6K-0726-SM-5LU2Z	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-144GN-0726-SM-5O98O	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-145LT-1526-SM-5O98P	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-145LU-1226-SM-5LU9B	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-145LV-1026-SM-5O9AE	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-145ME-0726-SM-5O9A3	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-145MF-1026-SM-5Q5EQ	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-145MI-0826-SM-5SI95	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-146FH-2026-SM-5SI9I	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-146FR-0226-SM-5Q5F6	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-14753-2526-SM-5LU97	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-147JS-1026-SM-5S2MP	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-14A6H-1026-SM-5SIAZ	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-14AS3-0426-SM-5QGQK	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-14B4R-0526-SM-5QGQT	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-14BIL-2426-SM-5QGQR	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-14BIN-1226-SM-5S2OM	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-14DAQ-2526-SM-5RQIO	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-14E1K-0426-SM-5S2PF	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-14ICL-0926-SM-5S2TU	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-U8XE-1926-SM-3DB98	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-UPK5-1826-SM-3GAEB	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-VUSG-1426-SM-3GIJN	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-W5X1-1426-SM-3GIKH	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-WEY5-1326-SM-3GILS	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-WFJO-1026-SM-3GIKL	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-WFON-1226-SM-3TW8F	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-WH7G-1126-SM-3NMBK	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-WHPG-0626-SM-3NMBD	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-WHWD-0826-SM-3LK6R	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-WK11-2426-SM-3NMAA	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-WL46-2026-SM-3LK7U	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-WOFM-0726-SM-3MJF8	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-WRHK-0826-SM-3MJFG	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-WWTW-1326-SM-4MVNT	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-WXYG-0926-SM-3NB2O	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-WY7C-0926-SM-3NB34	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-WYJK-1426-SM-3NM8V	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-WYVS-0626-SM-4SOJY	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-X3Y1-0926-SM-3P5YT	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-X585-2526-SM-4QAS1	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-X8HC-2326-SM-4QAS4	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-XAJ8-0226-SM-4GIB2	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-XBEC-1826-SM-4QASN	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-XBED-1326-SM-4AT4F	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-XBEW-1726-SM-4RGMA	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-XGQ4-1026-SM-4AT4L	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-XLM4-1026-SM-4AT51	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-XMK1-0926-SM-4B66X	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-XOT4-0826-SM-4B66Y	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-XQ8I-1426-SM-4BOPW	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-XUJ4-1726-SM-4BONW	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-XUZC-1126-SM-4BOPZ	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-XV7Q-1726-SM-4BRUU	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-XXEK-1426-SM-4BRW1	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-XYKS-1826-SM-4E3JV	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-Y111-0926-SM-4SOIU	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-Y114-1326-SM-4TT9A	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-Y3I4-0726-SM-4TT7M	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-Y5LM-0826-SM-4VDSW	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-Y5V5-0226-SM-5S2N8	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-Y5V6-0626-SM-4WWFY	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-Y8E4-1226-SM-5IFIM	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-Y8LW-0926-SM-4VBQ8	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-Y9LG-1226-SM-4VBQA	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-YEC3-0926-SM-5Q5AC	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-YEC4-0926-SM-5PNXY	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-YECK-1426-SM-5IFHE	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-YFCO-1126-SM-5S2N9	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-YJ89-1926-SM-5IFJ6	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-Z9EW-0826-SM-5HL9T	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZA64-0926-SM-5HL7H	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZAB5-1126-SM-5Q5AD	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZAJG-1626-SM-5HL7I	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZC5H-1626-SM-5HL7L	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZDTS-1826-SM-5S2N6	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZDTT-0526-SM-5HL4M	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZDXO-2326-SM-5LU9W	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZDYS-2226-SM-5S2MI	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZE7O-1526-SM-5J1NH	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZE9C-1326-SM-5S2OW	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZEX8-1226-SM-5S2OK	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZF28-1426-SM-5S2OG	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZF29-0826-SM-5S2NP	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZF2S-1526-SM-5S2OO	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZF3C-1026-SM-5S2OC	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZG7Y-1626-SM-5S2NO	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZGAY-1326-SM-5S2NS	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZLV1-0926-SM-5S2MR	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZLWG-0726-SM-5S2NG	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZP4G-1326-SM-5EGIW	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZPCL-1026-SM-5GCOX	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZPIC-0726-SM-57WFM	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZPU1-1226-SM-5HL71	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZQG8-1026-SM-51MR9	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZQUD-0526-SM-57WG4	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZT9W-1026-SM-57WG5	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZT9X-0926-SM-5O9C4	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZTPG-2326-SM-57WFL	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZTSS-1026-SM-5985N	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZTX8-0726-SM-59HL9	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZUA1-2126-SM-57YRB	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZV6S-1626-SM-5NQ81	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZV7C-0826-SM-59HK8	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZVE2-1826-SM-51MRZ	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZVP2-0226-SM-57WBD	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZVT2-0226-SM-5GIE3	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZVZP-1126-SM-5GICU	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZXES-0926-SM-5E43O	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZXG5-1626-SM-59HJK	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZYFC-1826-SM-5GZZA	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZYFG-1426-SM-5GICS	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZYT6-2126-SM-5GZZ4	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZYVF-1026-SM-5E44V	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZYW4-2226-SM-5GZYG	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZZ64-0626-SM-5GZWR	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-ZZPU-0326-SM-5N9BJ	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-11GSP-0011-R11b-SM-5NQ7V	Brain	Brain - Cerebellar Hemisphere
GTEX-11H98-0011-R11b-SM-5NQ6U	Brain	Brain - Cerebellar Hemisphere
GTEX-11OF3-0011-R11a-SM-57WCR	Brain	Brain - Cerebellar Hemisphere
GTEX-11WQC-0011-R11b-SM-57WD6	Brain	Brain - Cerebellar Hemisphere
GTEX-11ZUS-0011-R11b-SM-5BC7B	Brain	Brain - Cerebellar Hemisphere
GTEX-12126-0011-R11a-SM-5BC6X	Brain	Brain - Cerebellar Hemisphere
GTEX-12WSB-0011-R11b-SM-57WBJ	Brain	Brain - Cerebellar Hemisphere
GTEX-12WSC-0011-R11a-SM-5GU5J	Brain	Brain - Cerebellar Hemisphere
GTEX-12WSE-0011-R11b-SM-5P9JW	Brain	Brain - Cerebellar Hemisphere
GTEX-12WSF-0011-R11a-SM-5LZVT	Brain	Brain - Cerebellar Hemisphere
GTEX-12WSH-0011-R11a-SM-5LZVM	Brain	Brain - Cerebellar Hemisphere
GTEX-12WSI-0011-R11b-SM-5P9EZ	Brain	Brain - Cerebellar Hemisphere
GTEX-12WSM-0011-R11a-SM-5DUX8	Brain	Brain - Cerebellar Hemisphere
GTEX-12ZZX-0011-R11a-SM-5DUVJ	Brain	Brain - Cerebellar Hemisphere
GTEX-12ZZZ-0011-R11a-SM-5EGLC	Brain	Brain - Cerebellar Hemisphere
GTEX-1313W-0011-R11a-SM-5DUXN	Brain	Brain - Cerebellar Hemisphere
GTEX-131XH-0011-R11a-SM-5EGLN	Brain	Brain - Cerebellar Hemisphere
GTEX-131XW-0011-R11a-SM-5DUV9	Brain	Brain - Cerebellar Hemisphere
GTEX-131YS-0011-R11b-SM-5EGLM	Brain	Brain - Cerebellar Hemisphere
GTEX-132Q8-0011-R11b-SM-5DUW9	Brain	Brain - Cerebellar Hemisphere
GTEX-1399T-0011-R11a-SM-5J2O1	Brain	Brain - Cerebellar Hemisphere
GTEX-139TT-0011-R11b-SM-5LZV1	Brain	Brain - Cerebellar Hemisphere
GTEX-139UW-0011-R11a-SM-5IJGN	Brain	Brain - Cerebellar Hemisphere
GTEX-13CF2-0011-R11b-SM-5LZXO	Brain	Brain - Cerebellar Hemisphere
GTEX-13CZV-0011-R11b-SM-5N9FN	Brain	Brain - Cerebellar Hemisphere
GTEX-13FHO-0011-R11b-SM-5LZYQ	Brain	Brain - Cerebellar Hemisphere
GTEX-13FHP-0011-R11b-SM-5LZXP	Brain	Brain - Cerebellar Hemisphere
GTEX-13FLV-0011-R11a-SM-5LZZ7	Brain	Brain - Cerebellar Hemisphere
GTEX-13FTY-0011-R11a-SM-5IJEA	Brain	Brain - Cerebellar Hemisphere
GTEX-13FXS-0011-R11a-SM-5L3DM	Brain	Brain - Cerebellar Hemisphere
GTEX-13G51-0011-R11b-SM-5J2NE	Brain	Brain - Cerebellar Hemisphere
GTEX-13JUV-0011-R11a-SM-5LZYH	Brain	Brain - Cerebellar Hemisphere
GTEX-13JVG-0011-R11a-SM-5KM53	Brain	Brain - Cerebellar Hemisphere
GTEX-13N2G-0011-R11a-SM-5MR3F	Brain	Brain - Cerebellar Hemisphere
GTEX-13NYB-0011-R11a-SM-5KM3Q	Brain	Brain - Cerebellar Hemisphere
GTEX-13NYS-0011-R11b-SM-5MR4P	Brain	Brain - Cerebellar Hemisphere
GTEX-13NZA-0011-R11b-SM-5KM4W	Brain	Brain - Cerebellar Hemisphere
GTEX-13O3O-0011-R11b-SM-5KM4G	Brain	Brain - Cerebellar Hemisphere
GTEX-13O3Q-0011-R11b-SM-5KM2W	Brain	Brain - Cerebellar Hemisphere
GTEX-13OVH-0011-R11b-SM-5KM4X	Brain	Brain - Cerebellar Hemisphere
