SAMPID	SMTSD
GTEX-S4UY-1626-SM-4AD55	Stomach
GTEX-S4Z8-0003-SM-2VCTZ	Whole Blood
GTEX-S4Z8-0003-SM-2XK2M	Whole Blood
GTEX-S4Z8-0003-SM-4X62P	Whole Blood
GTEX-S4Z8-0003-SM-5JK3I	Whole Blood
GTEX-S4Z8-0006-SM-2XU8E	Whole Blood
GTEX-S4Z8-0006-SM-3K2AQ	Whole Blood
GTEX-S4Z8-0008-SM-33HAZ	Cells - Transformed fibroblasts
GTEX-S4Z8-0126-SM-4GICC	Adrenal Gland
GTEX-S4Z8-0226-SM-4AD5K	Spleen
GTEX-S4Z8-0326-SM-2XUAS	Thyroid
GTEX-S4Z8-0326-SM-3K2AU	Thyroid
GTEX-S4Z8-0426-SM-2XUA2	Lung
GTEX-S4Z8-0426-SM-3K2AH	Lung
GTEX-S4Z8-0526-SM-4AD4T	Liver
GTEX-S4Z8-0626-SM-4AD6J	Artery - Aorta
GTEX-S4Z8-0726-SM-4GICB	Esophagus - Muscularis
GTEX-S4Z8-0826-SM-4AD4J	Esophagus - Mucosa
GTEX-S4Z8-0926-SM-4AD6Q	Artery - Coronary
GTEX-S4Z8-1026-SM-2XUAL	Heart - Left Ventricle
GTEX-S4Z8-1226-SM-4AD6W	Stomach
GTEX-S4Z8-1726-SM-2XU8V	Adipose - Subcutaneous
GTEX-S4Z8-1726-SM-3K2AX	Adipose - Subcutaneous
GTEX-S4Z8-1826-SM-2XU9S	Muscle - Skeletal
GTEX-S4Z8-1826-SM-3K2BH	Muscle - Skeletal
GTEX-S4Z8-1926-SM-2XU8Q	Nerve - Tibial
GTEX-S4Z8-1926-SM-3K2AR	Nerve - Tibial
GTEX-S4Z8-2026-SM-2XU8K	Artery - Tibial
GTEX-S4Z8-2026-SM-3K2A9	Artery - Tibial
GTEX-S4Z8-2126-SM-4AD5H	Testis
GTEX-S7PM-0006-SM-3NM8C	Whole Blood
GTEX-S7PM-0008-SM-3NM9Q	Cells - Transformed fibroblasts
GTEX-S7PM-0011-R5A-SM-3NM8G	Brain - Caudate (basal ganglia)
GTEX-S7PM-0011-R6A-SM-3NM8F	Brain - Nucleus accumbens (basal ganglia)
GTEX-S7PM-0126-SM-4AD6S	Skin - Sun Exposed (Lower leg)
GTEX-S7PM-0426-SM-3NM91	Artery - Tibial
GTEX-S7PM-0526-SM-3NM92	Muscle - Skeletal
GTEX-S7PM-0626-SM-4AD4Q	Testis
GTEX-S7PM-0926-SM-3PYK3	Lung
GTEX-S7PM-0926-SM-3PZ76	Lung
GTEX-S7PM-0926-SM-4X617	Lung
GTEX-S7PM-0926-SM-5JK36	Lung
GTEX-S7SE-0004-SM-2XK2B	Whole Blood
GTEX-S7SE-0004-SM-325A3	Whole Blood
GTEX-S7SE-0004-SM-325HK	Whole Blood
GTEX-S7SE-0004-SM-3USS8	Whole Blood
GTEX-S7SE-0004-SM-5JK4E	Whole Blood
GTEX-S7SE-0005-SM-2XCEA	Whole Blood
GTEX-S7SE-0005-SM-2XV5X	Whole Blood
GTEX-S7SE-0008-SM-33HB1	Cells - Transformed fibroblasts
GTEX-S7SE-0011-R10A-SM-2XCDF	Brain - Frontal Cortex (BA9)
GTEX-S7SE-0011-R10A-SM-2XV6P	Brain - Frontal Cortex (BA9)
GTEX-S7SE-0011-R11A-SM-2XCDD	Brain - Cerebellar Hemisphere
GTEX-S7SE-0011-R11A-SM-2XV71	Brain - Cerebellar Hemisphere
GTEX-S7SE-0011-R1A-SM-2XCDE	Brain - Hippocampus
GTEX-S7SE-0011-R1A-SM-2XV6O	Brain - Hippocampus
GTEX-S7SE-0011-R2A-SM-2XCDC	Brain - Substantia nigra
GTEX-S7SE-0011-R2A-SM-2XV69	Brain - Substantia nigra
GTEX-S7SE-0011-R4A-SM-2XCDB	Brain - Amygdala
GTEX-S7SE-0011-R4A-SM-2XV6H	Brain - Amygdala
GTEX-S7SE-0011-R5A-SM-2XCDA	Brain - Caudate (basal ganglia)
GTEX-S7SE-0011-R5A-SM-2XV6C	Brain - Caudate (basal ganglia)
GTEX-S7SE-0011-R6A-SM-2XCD9	Brain - Nucleus accumbens (basal ganglia)
GTEX-S7SE-0011-R6A-SM-2XV62	Brain - Nucleus accumbens (basal ganglia)
GTEX-S7SE-0011-R7A-SM-2XCDI	Brain - Putamen (basal ganglia)
GTEX-S7SE-0011-R7A-SM-2XV6D	Brain - Putamen (basal ganglia)
GTEX-S7SE-0011-R8A-SM-2XCDG	Brain - Hypothalamus
GTEX-S7SE-0011-R8A-SM-2XV6X	Brain - Hypothalamus
GTEX-S7SE-0126-SM-2XCD5	Skin - Sun Exposed (Lower leg)
GTEX-S7SE-0126-SM-2XV4Z	Skin - Sun Exposed (Lower leg)
GTEX-S7SE-0226-SM-2XCD4	Adipose - Subcutaneous
GTEX-S7SE-0326-SM-4AT5Q	Testis
GTEX-S7SE-0526-SM-2XCD8	Artery - Tibial
GTEX-S7SE-0526-SM-2XV4N	Artery - Tibial
GTEX-S7SE-0726-SM-2XCD7	Thyroid
GTEX-S7SE-0726-SM-2XV5T	Thyroid
GTEX-S7SE-0826-SM-4AT4D	Breast - Mammary Tissue
GTEX-S7SE-0926-SM-2XCD6	Lung
GTEX-S7SE-0926-SM-2XV63	Lung
GTEX-S7SE-2526-SM-2XCDL	Brain - Cerebellum
GTEX-S7SE-2526-SM-2XV6R	Brain - Cerebellum
GTEX-S7SF-0001-SM-2XV74	Cells - EBV-transformed lymphocytes
GTEX-S7SF-0001-SM-3K2BE	Cells - EBV-transformed lymphocytes
GTEX-S7SF-0003-SM-2VCU4	Whole Blood
GTEX-S7SF-0003-SM-2XK2H	Whole Blood
GTEX-S7SF-0003-SM-3USSM	Whole Blood
GTEX-S7SF-0006-SM-2XUAD	Whole Blood
GTEX-S7SF-0006-SM-3K2B6	Whole Blood
GTEX-S7SF-0008-SM-3NM8T	Cells - Transformed fibroblasts
GTEX-S7SF-0226-SM-2XUAJ	Thyroid
GTEX-S7SF-0226-SM-3K2BI	Thyroid
GTEX-S7SF-0226-SM-5SI7H	Thyroid
GTEX-S7SF-0426-SM-2XUAV	Lung
GTEX-S7SF-0426-SM-3K2B7	Lung
GTEX-S7SF-0526-SM-2XUAI	Heart - Left Ventricle
GTEX-S7SF-0526-SM-3K2BC	Heart - Left Ventricle
GTEX-S7SF-0626-SM-4AD4V	Stomach
GTEX-S7SF-0826-SM-4AD4W	Uterus
GTEX-S7SF-0926-SM-4AD4M	Esophagus - Mucosa
GTEX-S7SF-1026-SM-4AD4I	Esophagus - Muscularis
GTEX-S7SF-1326-SM-4AD4P	Ovary
GTEX-S7SF-1426-SM-4AT5A	Vagina
GTEX-S7SF-1626-SM-2XU9K	Skin - Sun Exposed (Lower leg)
GTEX-S7SF-1626-SM-3K2AY	Skin - Sun Exposed (Lower leg)
GTEX-S7SF-1826-SM-3K2AD	Adipose - Subcutaneous
GTEX-S7SF-1926-SM-4AT5B	Colon - Transverse
GTEX-S7SF-2026-SM-2XU9J	Muscle - Skeletal
GTEX-S7SF-2026-SM-3K2AS	Muscle - Skeletal
GTEX-S7SF-2126-SM-3K2B2	Nerve - Tibial
GTEX-S7SF-2226-SM-2XU93	Artery - Tibial
GTEX-S7SF-2226-SM-3K2BG	Artery - Tibial
GTEX-S95S-0002-SM-3NM8K	Cells - EBV-transformed lymphocytes
GTEX-S95S-0004-SM-325A4	Whole Blood
GTEX-S95S-0004-SM-325HJ	Whole Blood
GTEX-S95S-0004-SM-4X613	Whole Blood
GTEX-S95S-0004-SM-5JK3U	Whole Blood
GTEX-S95S-0005-SM-2XCEC	Whole Blood
GTEX-S95S-0005-SM-2XV5N	Whole Blood
GTEX-S95S-0008-SM-4AT5M	Cells - Transformed fibroblasts
GTEX-S95S-0226-SM-4B656	Artery - Aorta
GTEX-S95S-0326-SM-4B66U	Esophagus - Muscularis
GTEX-S95S-0426-SM-4B64I	Esophagus - Mucosa
GTEX-S95S-0726-SM-4B64H	Pancreas
GTEX-S95S-0826-SM-4B64N	Stomach
GTEX-S95S-1026-SM-4B64M	Prostate
GTEX-S95S-1126-SM-4B64E	Testis
GTEX-S95S-1226-SM-4GICG	Skin - Sun Exposed (Lower leg)
GTEX-S95S-1326-SM-2XCDK	Adipose - Subcutaneous
GTEX-S95S-1426-SM-2XCDM	Muscle - Skeletal
GTEX-S95S-1426-SM-2XV5A	Muscle - Skeletal
GTEX-S95S-1526-SM-2XCDH	Nerve - Tibial
GTEX-S95S-1526-SM-2XV56	Nerve - Tibial
GTEX-S95S-1626-SM-2XCDJ	Artery - Tibial
GTEX-S95S-1626-SM-2XV5P	Artery - Tibial
GTEX-SE5C-0003-SM-325AC	Whole Blood
GTEX-SE5C-0003-SM-325HT	Whole Blood
GTEX-SE5C-0003-SM-4X61V	Whole Blood
GTEX-SE5C-0006-SM-4BRW5	Whole Blood
GTEX-SE5C-0008-SM-4B64J	Cells - Transformed fibroblasts
GTEX-SE5C-0326-SM-4BRWX	Pancreas
GTEX-SE5C-0426-SM-4BRUI	Artery - Coronary
GTEX-SE5C-0526-SM-2XCE1	Lung
GTEX-SE5C-0526-SM-2XV6Y	Lung
GTEX-SE5C-0626-SM-2XCDV	Heart - Left Ventricle
GTEX-SE5C-0626-SM-3P5ZJ	Heart - Left Ventricle
GTEX-SE5C-0626-SM-4IHLJ	Heart - Left Ventricle
GTEX-SE5C-0726-SM-4BRWY	Thyroid
GTEX-SE5C-0926-SM-4BRUF	Fallopian Tube
GTEX-SE5C-1026-SM-4BRUG	Bladder
GTEX-SE5C-1126-SM-4BRWZ	Vagina
GTEX-SE5C-1226-SM-4BRWV	Esophagus - Mucosa
GTEX-SE5C-1326-SM-4BRUH	Esophagus - Muscularis
GTEX-SE5C-1526-SM-4BRWU	Colon - Transverse
GTEX-SE5C-1826-SM-2XCE4	Muscle - Skeletal
GTEX-SE5C-2126-SM-4BRUJ	Breast - Mammary Tissue
GTEX-SIU7-0001-SM-3NMAW	Cells - EBV-transformed lymphocytes
GTEX-SIU7-0002-SM-2VCU5	Whole Blood
GTEX-SIU7-0002-SM-2XK2N	Whole Blood
GTEX-SIU7-0002-SM-4SVPJ	Whole Blood
GTEX-SIU7-0002-SM-5JK4G	Whole Blood
GTEX-SIU7-0006-SM-2XCE6	Whole Blood
GTEX-SIU7-0226-SM-4BRX2	Artery - Coronary
GTEX-SIU7-0426-SM-2XCDX	Heart - Left Ventricle
GTEX-SIU7-0426-SM-2XV6U	Heart - Left Ventricle
GTEX-SIU7-0526-SM-2XV5V	Lung
GTEX-SIU7-0526-SM-3NM8I	Lung
GTEX-SIU7-0926-SM-4BRX1	Pancreas
GTEX-SIU7-1126-SM-2XCDW	Thyroid
GTEX-SIU7-1126-SM-2XV72	Thyroid
GTEX-SIU7-1326-SM-2VCU7	Esophagus - Muscularis
GTEX-SIU7-1326-SM-2XK3D	Esophagus - Muscularis
GTEX-SIU7-1326-SM-4BRWW	Esophagus - Muscularis
GTEX-SIU7-1426-SM-4BRWT	Stomach
GTEX-SIU7-1526-SM-4BRWQ	Testis
GTEX-SIU7-1626-SM-4BRUK	Breast - Mammary Tissue
GTEX-SIU7-1726-SM-2XCDZ	Skin - Sun Exposed (Lower leg)
GTEX-SIU7-1726-SM-2XV4K	Skin - Sun Exposed (Lower leg)
GTEX-SIU7-1826-SM-2VCU6	Muscle - Skeletal
GTEX-SIU7-1826-SM-2XCE2	Muscle - Skeletal
GTEX-SIU7-1826-SM-2XK3C	Muscle - Skeletal
GTEX-SIU7-1826-SM-2XV6Z	Muscle - Skeletal
GTEX-SIU8-0002-SM-325AJ	Whole Blood
GTEX-SIU8-0002-SM-325HY	Whole Blood
GTEX-SIU8-0002-SM-4SVQ6	Whole Blood
GTEX-SIU8-0002-SM-5JK47	Whole Blood
GTEX-SIU8-0006-SM-2XCE5	Whole Blood
GTEX-SIU8-0006-SM-2XV6N	Whole Blood
GTEX-SIU8-0008-SM-4BRUC	Cells - Transformed fibroblasts
GTEX-SIU8-0126-SM-2XCDT	Skin - Sun Exposed (Lower leg)
GTEX-SIU8-0126-SM-2XV58	Skin - Sun Exposed (Lower leg)
GTEX-SIU8-0226-SM-2XCDS	Adipose - Subcutaneous
GTEX-SIU8-0226-SM-2XV4Q	Adipose - Subcutaneous
GTEX-SIU8-0326-SM-2XCDR	Nerve - Tibial
GTEX-SIU8-0326-SM-2XV4V	Nerve - Tibial
GTEX-SIU8-0426-SM-4BRUE	Artery - Tibial
GTEX-SIU8-0526-SM-2XCDP	Muscle - Skeletal
GTEX-SIU8-0526-SM-2XV5O	Muscle - Skeletal
GTEX-SIU8-0626-SM-2XCDN	Thyroid
GTEX-SIU8-0626-SM-2XV5R	Thyroid
GTEX-SIU8-0826-SM-2XCDQ	Heart - Left Ventricle
GTEX-SIU8-0826-SM-2XV65	Heart - Left Ventricle
GTEX-SIU8-0926-SM-2XCDO	Lung
GTEX-SIU8-0926-SM-2XV6Q	Lung
GTEX-SIU8-0926-SM-5SI87	Lung
GTEX-SJXC-0003-SM-325AA	Whole Blood
GTEX-SJXC-0003-SM-325HP	Whole Blood
GTEX-SJXC-0003-SM-4SVPY	Whole Blood
GTEX-SJXC-0005-SM-2XCE7	Whole Blood
GTEX-SJXC-0005-SM-2XV6A	Whole Blood
GTEX-SJXC-0008-SM-4DM7G	Cells - Transformed fibroblasts
GTEX-SJXC-0126-SM-2XCFF	Skin - Sun Exposed (Lower leg)
GTEX-SJXC-0126-SM-2XV4I	Skin - Sun Exposed (Lower leg)
GTEX-SJXC-0226-SM-2XCDU	Adipose - Subcutaneous
GTEX-SJXC-0326-SM-2XCFI	Nerve - Tibial
GTEX-SJXC-0326-SM-2XV4O	Nerve - Tibial
GTEX-SJXC-0426-SM-2XCFH	Artery - Tibial
GTEX-SJXC-0426-SM-2XV53	Artery - Tibial
GTEX-SJXC-0526-SM-2XCFG	Muscle - Skeletal
GTEX-SJXC-0526-SM-2XV57	Muscle - Skeletal
GTEX-SJXC-0726-SM-2XCFJ	Thyroid
GTEX-SJXC-0726-SM-2XV6M	Thyroid
GTEX-SJXC-1126-SM-4DM6Y	Artery - Aorta
GTEX-SJXC-1226-SM-4DM78	Liver
GTEX-SJXC-2026-SM-4DM6N	Prostate
GTEX-SN8G-0001-SM-3NM8L	Cells - EBV-transformed lymphocytes
GTEX-SN8G-0002-SM-325AH	Whole Blood
GTEX-SN8G-0002-SM-325HX	Whole Blood
GTEX-SN8G-0002-SM-4SVRA	Whole Blood
GTEX-SN8G-0002-SM-5JK4B	Whole Blood
GTEX-SN8G-0006-SM-32PLD	Whole Blood
GTEX-SN8G-0008-SM-4DM4X	Cells - Transformed fibroblasts
GTEX-SN8G-0126-SM-32PLI	Skin - Sun Exposed (Lower leg)
GTEX-SN8G-0226-SM-4DM6B	Adipose - Subcutaneous
GTEX-SN8G-0326-SM-32PLG	Muscle - Skeletal
GTEX-SN8G-0426-SM-32PLF	Nerve - Tibial
GTEX-SN8G-0526-SM-32PLE	Artery - Tibial
GTEX-SN8G-0926-SM-4DM5I	Lung
GTEX-SN8G-1526-SM-4DM79	Thyroid
GTEX-SNMC-0004-SM-2XJZO	Whole Blood
GTEX-SNMC-0004-SM-3259Z	Whole Blood
GTEX-SNMC-0004-SM-325HH	Whole Blood
GTEX-SNMC-0004-SM-4X61G	Whole Blood
GTEX-SNMC-0006-SM-2XCFE	Whole Blood
GTEX-SNMC-0006-SM-2XV4M	Whole Blood
GTEX-SNMC-0008-SM-4DM5A	Cells - Transformed fibroblasts
GTEX-SNMC-0126-SM-2XCFO	Heart - Left Ventricle
GTEX-SNMC-0126-SM-2XV6G	Heart - Left Ventricle
GTEX-SNMC-0226-SM-4DM6F	Artery - Coronary
GTEX-SNMC-0426-SM-4DM5Y	Esophagus - Muscularis
GTEX-SNMC-0526-SM-4DM69	Esophagus - Mucosa
GTEX-SNMC-0626-SM-4DM6H	Stomach
GTEX-SNMC-0826-SM-4DM66	Bladder
GTEX-SNMC-0926-SM-4DM5U	Prostate
GTEX-SNMC-1026-SM-4DM7K	Testis
GTEX-SNMC-1126-SM-4DM5M	Colon - Transverse
GTEX-SNMC-1226-SM-2XCFP	Skin - Sun Exposed (Lower leg)
GTEX-SNMC-1226-SM-2XV54	Skin - Sun Exposed (Lower leg)
GTEX-SNMC-1326-SM-2XCFK	Adipose - Subcutaneous
GTEX-SNMC-1426-SM-2XCFM	Muscle - Skeletal
GTEX-SNMC-1426-SM-2XV6L	Muscle - Skeletal
GTEX-SNMC-1526-SM-2XCFN	Artery - Tibial
GTEX-SNMC-1526-SM-2XV4X	Artery - Tibial
GTEX-SNMC-1626-SM-4DM52	Nerve - Tibial
GTEX-SNOS-0003-SM-3NMAO	Cells - EBV-transformed lymphocytes
GTEX-SNOS-0004-SM-325AE	Whole Blood
GTEX-SNOS-0004-SM-325HU	Whole Blood
GTEX-SNOS-0004-SM-4X61S	Whole Blood
GTEX-SNOS-0004-SM-5SOEL	Whole Blood
GTEX-SNOS-0006-SM-32PLH	Whole Blood
GTEX-SNOS-0008-SM-4DM6I	Cells - Transformed fibroblasts
GTEX-SNOS-0226-SM-32PLR	Thyroid
GTEX-SNOS-0326-SM-4DM6C	Artery - Aorta
GTEX-SNOS-0426-SM-32PMH	Lung
GTEX-SNOS-0526-SM-4DM54	Bladder
GTEX-SNOS-0626-SM-4DM5F	Esophagus - Mucosa
GTEX-SNOS-0726-SM-4DM5Z	Esophagus - Muscularis
GTEX-SNOS-0826-SM-4DM5N	Stomach
GTEX-SNOS-0926-SM-4DM7A	Pancreas
GTEX-SNOS-1026-SM-4DM4Y	Prostate
GTEX-SNOS-1126-SM-4DM67	Testis
GTEX-SNOS-1226-SM-4DM5H	Colon - Transverse
GTEX-SNOS-1426-SM-32PLY	Adipose - Subcutaneous
GTEX-SNOS-1526-SM-32PLW	Muscle - Skeletal
GTEX-SNOS-1626-SM-3NMA4	Nerve - Tibial
GTEX-SNOS-1726-SM-32PLN	Artery - Tibial
GTEX-SSA3-0001-SM-325A5	Whole Blood
GTEX-SSA3-0001-SM-325HL	Whole Blood
GTEX-SSA3-0001-SM-3USRH	Whole Blood
GTEX-SSA3-0001-SM-5URCI	Whole Blood
GTEX-SSA3-0002-SM-3P61R	Cells - EBV-transformed lymphocytes
GTEX-SSA3-0005-SM-32QOT	Whole Blood
GTEX-SSA3-0008-SM-47JWJ	Cells - Transformed fibroblasts
GTEX-SSA3-0126-SM-32QPU	Skin - Sun Exposed (Lower leg)
GTEX-SSA3-0226-SM-32QPN	Adipose - Subcutaneous
GTEX-SSA3-0326-SM-32QPS	Muscle - Skeletal
GTEX-SSA3-0326-SM-47JWY	Muscle - Skeletal
GTEX-SSA3-0426-SM-32QPI	Artery - Tibial
GTEX-SSA3-0526-SM-32QPL	Nerve - Tibial
GTEX-SUCS-0001-SM-325A7	Whole Blood
GTEX-SUCS-0001-SM-325HM	Whole Blood
GTEX-SUCS-0001-SM-3USRI	Whole Blood
GTEX-SUCS-0001-SM-5URDQ	Whole Blood
GTEX-SUCS-0002-SM-3NMAJ	Cells - EBV-transformed lymphocytes
GTEX-SUCS-0006-SM-4DM59	Whole Blood
GTEX-SUCS-0008-SM-4DM53	Cells - Transformed fibroblasts
GTEX-SUCS-0226-SM-32PLQ	Thyroid
GTEX-SUCS-0226-SM-5CHQG_rep1	Thyroid
GTEX-SUCS-0226-SM-5CHQG_rep2	Thyroid
GTEX-SUCS-0326-SM-32PLL	Heart - Left Ventricle
GTEX-SUCS-0426-SM-5CHT6_rep1	Artery - Aorta
GTEX-SUCS-0526-SM-4DM56	Adrenal Gland
GTEX-SUCS-0526-SM-5CHSV_rep1	Adrenal Gland
GTEX-SUCS-0626-SM-32PM5	Lung
GTEX-SUCS-0626-SM-5CHQE_rep1	Lung
GTEX-SUCS-0726-SM-4DM7J	Esophagus - Mucosa
GTEX-SUCS-0726-SM-5CHR7_rep1	Esophagus - Mucosa
GTEX-SUCS-0926-SM-4DM4Z	Stomach
GTEX-SUCS-0926-SM-5CHSU_rep1	Stomach
GTEX-SUCS-0926-SM-5CHSU_rep2	Stomach
GTEX-SUCS-1026-SM-5CHTC_rep1	Colon - Transverse
GTEX-SUCS-1126-SM-4DM61	Prostate
GTEX-SUCS-1226-SM-5CHTD_rep1	Bladder
GTEX-SUCS-1326-SM-4DM5T	Testis
GTEX-SUCS-1326-SM-5CHQI_rep1	Testis
GTEX-SUCS-1426-SM-4DM5W	Pancreas
GTEX-SUCS-1426-SM-5CHS8_rep1	Pancreas
GTEX-SUCS-1626-SM-32PLS	Muscle - Skeletal
GTEX-SUCS-1726-SM-32PM8	Nerve - Tibial
GTEX-SUCS-1826-SM-32PM1	Adipose - Subcutaneous
GTEX-SUCS-1926-SM-32PM3	Skin - Sun Exposed (Lower leg)
GTEX-T2IS-0002-SM-3259Y	Whole Blood
GTEX-T2IS-0002-SM-325HF	Whole Blood
GTEX-T2IS-0002-SM-4X5ZR	Whole Blood
GTEX-T2IS-0002-SM-5SOEK	Whole Blood
GTEX-T2IS-0008-SM-4DM75	Cells - Transformed fibroblasts
GTEX-T2IS-0011-R11A-SM-32QPC	Brain - Cerebellar Hemisphere
GTEX-T2IS-0011-R2A-SM-32QPF	Brain - Substantia nigra
GTEX-T2IS-0011-R3A-SM-32QPB	Brain - Anterior cingulate cortex (BA24)
GTEX-T2IS-0011-R5A-SM-32QP4	Brain - Caudate (basal ganglia)
GTEX-T2IS-0011-R6A-SM-32QP2	Brain - Nucleus accumbens (basal ganglia)
GTEX-T2IS-0126-SM-4DM6O	Skin - Sun Exposed (Lower leg)
GTEX-T2IS-0226-SM-32QPH	Adipose - Subcutaneous
GTEX-T2IS-0426-SM-32QPE	Heart - Left Ventricle
GTEX-T2IS-0526-SM-32QP9	Lung
GTEX-T2IS-0626-SM-32QP6	Thyroid
GTEX-T2IS-0826-SM-4DM6L	Esophagus - Mucosa
GTEX-T2IS-0926-SM-4DM5B	Esophagus - Muscularis
GTEX-T2IS-1026-SM-32QP1	Artery - Tibial
GTEX-T2IS-1126-SM-4DM6Z	Nerve - Tibial
GTEX-T2IS-1526-SM-32QPR	Breast - Mammary Tissue
GTEX-T2IS-1926-SM-4DM74	Vagina
GTEX-T2IS-2026-SM-4DM6W	Ovary
GTEX-T2IS-2226-SM-4DM65	Uterus
GTEX-T2IS-2626-SM-32QPP	Muscle - Skeletal
GTEX-T2IS-2926-SM-32QPO	Brain - Cerebellum
GTEX-T2IS-3026-SM-32QPM	Brain - Cortex
GTEX-T2IS-3126-SM-32QPK	Pituitary
GTEX-T2YK-0003-SM-325AB	Whole Blood
GTEX-T2YK-0003-SM-325HR	Whole Blood
GTEX-T2YK-0003-SM-3USRJ	Whole Blood
GTEX-T2YK-0003-SM-5URCD	Whole Blood
GTEX-T2YK-0005-SM-32QOV	Whole Blood
GTEX-T2YK-0008-SM-4DM6M	Cells - Transformed fibroblasts
GTEX-T2YK-0226-SM-4DM5O	Muscle - Skeletal
GTEX-T2YK-0326-SM-4DM7D	Nerve - Tibial
GTEX-T2YK-0526-SM-32QPJ	Skin - Sun Exposed (Lower leg)
GTEX-T2YK-1326-SM-4DM6S	Esophagus - Mucosa
GTEX-T2YK-2226-SM-32QPT	Breast - Mammary Tissue
GTEX-T5JC-0001-SM-3NMAK	Cells - EBV-transformed lymphocytes
GTEX-T5JC-0001-SM-5S2S4	Cells - EBV-transformed lymphocytes
GTEX-T5JC-0002-SM-325A9	Whole Blood
GTEX-T5JC-0002-SM-325HQ	Whole Blood
GTEX-T5JC-0002-SM-4X62I	Whole Blood
GTEX-T5JC-0002-SM-5SOER	Whole Blood
GTEX-T5JC-0005-SM-4DM7B	Whole Blood
GTEX-T5JC-0005-SM-5S2SQ	Whole Blood
GTEX-T5JC-0008-SM-4DM6A	Cells - Transformed fibroblasts
GTEX-T5JC-0011-R10A-SM-32PM2	Brain - Frontal Cortex (BA9)
GTEX-T5JC-0011-R10A-SM-5S2TK	Brain - Frontal Cortex (BA9)
GTEX-T5JC-0011-R11A-SM-32PMB	Brain - Cerebellar Hemisphere
GTEX-T5JC-0011-R11A-SM-5S2RX	Brain - Cerebellar Hemisphere
GTEX-T5JC-0011-R1A-SM-32PM6	Brain - Hippocampus
GTEX-T5JC-0011-R2A-SM-32PLZ	Brain - Substantia nigra
GTEX-T5JC-0011-R4A-SM-32PLT	Brain - Amygdala
GTEX-T5JC-0011-R5A-SM-32PLK	Brain - Caudate (basal ganglia)
GTEX-T5JC-0011-R6A-SM-5SI89	Brain - Nucleus accumbens (basal ganglia)
GTEX-T5JC-0011-R7A-SM-32PME	Brain - Putamen (basal ganglia)
GTEX-T5JC-0011-R8A-SM-32PLM	Brain - Hypothalamus
GTEX-T5JC-0011-R9A-SM-32PLV	Brain - Spinal cord (cervical c-1)
GTEX-T5JC-0226-SM-32PMA	Artery - Tibial
GTEX-T5JC-0226-SM-5S2SM	Artery - Tibial
GTEX-T5JC-0326-SM-4DM5C	Artery - Aorta
GTEX-T5JC-0426-SM-32PLO	Skin - Sun Exposed (Lower leg)
GTEX-T5JC-0426-SM-5S2SL	Skin - Sun Exposed (Lower leg)
GTEX-T5JC-0526-SM-32PM7	Adipose - Subcutaneous
GTEX-T5JC-0526-SM-5S2SD	Adipose - Subcutaneous
GTEX-T5JC-0626-SM-3NMA6	Muscle - Skeletal
GTEX-T5JC-0626-SM-5S2RW	Muscle - Skeletal
GTEX-T5JC-0726-SM-4DM55	Testis
GTEX-T5JC-0726-SM-5S2SP	Testis
GTEX-T5JC-0826-SM-32PMC	Lung
GTEX-T5JC-0826-SM-5S2SN	Lung
GTEX-T5JC-1226-SM-4DM7C	Prostate
GTEX-T5JC-1526-SM-4DM68	Kidney - Cortex
GTEX-T5JC-1726-SM-4DM6U	Esophagus - Mucosa
GTEX-T5JC-1826-SM-4DM6E	Esophagus - Muscularis
GTEX-T5JC-1926-SM-4DM6Q	Stomach
GTEX-T5JC-2026-SM-5S2TJ	Thyroid
GTEX-T5JC-2126-SM-32PMO	Breast - Mammary Tissue
GTEX-T5JC-2326-SM-32PMR	Brain - Cerebellum
GTEX-T5JC-2426-SM-3NMDB	Brain - Cortex
GTEX-T5JC-2526-SM-4DM6G	Pituitary
GTEX-T5JW-0002-SM-3G3SN	Whole Blood
GTEX-T5JW-0002-SM-3G3TO	Whole Blood
GTEX-T5JW-0002-SM-3UZEZ	Whole Blood
GTEX-T5JW-0002-SM-5URDG	Whole Blood
GTEX-T5JW-0003-SM-3NMAD	Cells - EBV-transformed lymphocytes
GTEX-T5JW-0005-SM-3GADE	Whole Blood
GTEX-T5JW-0008-SM-4DM5X	Cells - Transformed fibroblasts
GTEX-T5JW-0126-SM-4DM6K	Spleen
GTEX-T5JW-0126-SM-5CHRJ_rep1	Spleen
GTEX-T5JW-0226-SM-4DM7I	Pancreas
GTEX-T5JW-0226-SM-5CHRV_rep1	Pancreas
GTEX-T5JW-0326-SM-4DM6J	Fallopian Tube
GTEX-T5JW-0426-SM-4DM7M	Ovary
GTEX-T5JW-0426-SM-5CHSJ_rep1	Ovary
GTEX-T5JW-0726-SM-4DM6D	Cervix - Ectocervix
GTEX-T5JW-0926-SM-4DM5K	Stomach
GTEX-T5JW-0926-SM-5CHSK_rep1	Stomach
GTEX-T5JW-1026-SM-5CHQZ_rep1	Bladder
GTEX-T5JW-1126-SM-4DM5V	Colon - Transverse
GTEX-T5JW-1126-SM-5CHQU_rep1	Colon - Transverse
GTEX-T5JW-1226-SM-3GACY	Thyroid
GTEX-T5JW-1226-SM-5CHST_rep1	Thyroid
GTEX-T5JW-1326-SM-4DM5G	Esophagus - Mucosa
GTEX-T5JW-1326-SM-5CHQT_rep1	Esophagus - Mucosa
